ID,이름,키 (m),몸무게 (kg),타입,IMAGE_URL,GIF_URL
638,코바르온,2.1,250.0,"강철, 격투",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/638.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/638.gif
639,테라키온,1.9,260.0,"바위, 격투",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/639.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/639.gif
640,비리디온,2.0,200.0,"풀, 격투",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/640.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/640.gif
641,토네로스,1.5,63.0,비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/641.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/641.gif
642,볼트로스,1.5,61.0,"전기, 비행",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/642.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/642.gif
643,레시라무,3.2,330.0,"드래곤, 불꽃",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/643.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/643.gif
644,제크로무,2.9,345.0,"드래곤, 전기",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/644.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/644.gif
645,랜드로스,1.5,68.0,"땅, 비행",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/645.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/645.gif
646,큐레무,3.0,325.0,"드래곤, 얼음",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/646.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/646.gif
647,케르디오,1.4,48.5,"물, 격투",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/647.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/647.gif
648,메로엣타,0.6,6.5,"노말, 에스퍼",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/648.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/648.gif
649,게노세크트,1.5,82.5,"벌레, 강철",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/649.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/649.gif
650,도치마론,0.4,9.0,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/650.png,
651,도치보구,0.7,29.0,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/651.png,
652,브리가론,1.6,90.0,"풀, 격투",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/652.png,
653,푸호꼬,0.4,9.4,불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/653.png,
654,테르나,1.0,14.5,불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/654.png,
655,마폭시,1.5,39.0,"불꽃, 에스퍼",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/655.png,
656,개구마르,0.3,7.0,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/656.png,
657,개굴반장,0.6,10.9,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/657.png,
658,개굴닌자,1.5,40.0,"물, 악",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/658.png,
659,파르빗,0.4,5.0,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/659.png,
660,파르토,1.0,42.4,"노말, 땅",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/660.png,
661,화살꼬빈,0.3,1.7,"노말, 비행",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/661.png,
662,불화살빈,0.7,16.0,"불꽃, 비행",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/662.png,
663,파이어로,1.2,24.5,"불꽃, 비행",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/663.png,
664,분이벌레,0.3,2.5,벌레,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/664.png,
665,분떠도리,0.3,8.4,벌레,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/665.png,
666,비비용,1.2,17.0,"벌레, 비행",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/666.png,
667,레오꼬,0.6,13.5,"불꽃, 노말",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/667.png,
668,화염레오,1.5,81.5,"불꽃, 노말",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/668.png,
669,플라베베,0.1,0.1,페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/669.png,
670,플라엣테,0.2,0.9,페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/670.png,
671,플라제스,1.1,10.0,페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/671.png,
672,메이클,0.9,31.0,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/672.png,
673,고고트,1.7,91.0,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/673.png,
674,판짱,0.6,8.0,격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/674.png,
675,부란다,2.1,136.0,"격투, 악",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/675.png,
676,트리미앙,1.2,28.0,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/676.png,
677,냐스퍼,0.3,3.5,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/677.png,
678,냐오닉스,0.6,8.5,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/678.png,
679,단칼빙,0.8,2.0,"강철, 고스트",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/679.png,
680,쌍검킬,0.8,4.5,"강철, 고스트",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/680.png,
681,킬가르도,1.7,53.0,"강철, 고스트",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/681.png,
682,슈쁘,0.2,0.5,페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/682.png,
683,프레프티르,0.8,15.5,페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/683.png,
684,나룸퍼프,0.4,3.5,페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/684.png,
685,나루림,0.8,5.0,페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/685.png,
686,오케이징,0.4,3.5,"악, 에스퍼",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/686.png,
687,칼라마네로,1.5,47.0,"악, 에스퍼",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/687.png,
688,거북손손,0.5,31.0,"바위, 물",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/688.png,
689,거북손데스,1.3,96.0,"바위, 물",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/689.png,
690,수레기,0.5,7.3,"독, 물",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/690.png,
691,드래캄,1.8,81.5,"독, 드래곤",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/691.png,
692,완철포,0.5,8.3,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/692.png,
693,블로스터,1.3,35.3,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/693.png,
694,목도리키텔,0.5,6.0,"전기, 노말",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/694.png,
695,일레도리자드,1.0,21.0,"전기, 노말",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/695.png,
696,티고라스,0.8,26.0,"바위, 드래곤",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/696.png,
697,견고라스,2.5,270.0,"바위, 드래곤",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/697.png,
698,아마루스,1.3,25.2,"바위, 얼음",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/698.png,
699,아마루르가,2.7,225.0,"바위, 얼음",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/699.png,
700,님피아,1.0,23.5,페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/700.png,
701,루차불,0.8,21.5,"격투, 비행",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/701.png,
702,데덴네,0.2,2.2,"전기, 페어리",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/702.png,
703,멜리시,0.3,5.7,"바위, 페어리",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/703.png,
704,미끄메라,0.3,2.8,드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/704.png,
705,미끄네일,0.8,17.5,드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/705.png,
706,미끄래곤,2.0,150.5,드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/706.png,
707,클레피,0.2,3.0,"강철, 페어리",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/707.png,
708,나목령,0.4,7.0,"고스트, 풀",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/708.png,
709,대로트,1.5,71.0,"고스트, 풀",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/709.png,
710,호바귀,0.4,5.0,"고스트, 풀",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/710.png,
711,펌킨인,0.9,12.5,"고스트, 풀",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/711.png,
712,꽁어름,1.0,99.5,얼음,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/712.png,
713,크레베이스,2.0,505.0,얼음,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/713.png,
714,음뱃,0.5,8.0,"비행, 드래곤",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/714.png,
715,음번,1.5,85.0,"비행, 드래곤",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/715.png,
716,제르네아스,3.0,215.0,페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/716.png,
717,이벨타르,5.8,203.0,"악, 비행",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/717.png,
718,지가르데,5.0,305.0,"드래곤, 땅",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/718.png,
719,디안시,0.7,8.8,"바위, 페어리",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/719.png,
720,후파,0.5,9.0,"에스퍼, 고스트",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/720.png,
721,볼케니온,1.7,195.0,"불꽃, 물",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/721.png,
722,나몰빼미,0.3,1.5,"풀, 비행",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/722.png,
723,빼미스로우,0.7,16.0,"풀, 비행",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/723.png,
724,모크나이퍼,1.6,36.6,"풀, 고스트",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/724.png,
725,냐오불,0.4,4.3,불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/725.png,
726,냐오히트,0.7,25.0,불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/726.png,
727,어흥염,1.8,83.0,"불꽃, 악",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/727.png,
728,누리공,0.4,7.5,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/728.png,
729,키요공,0.6,17.5,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/729.png,
730,누리레느,1.8,44.0,"물, 페어리",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/730.png,
731,콕코구리,0.3,1.2,"노말, 비행",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/731.png,
732,크라파,0.6,14.8,"노말, 비행",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/732.png,
733,왕큰부리,1.1,26.0,"노말, 비행",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/733.png,
734,영구스,0.4,6.0,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/734.png,
735,형사구스,0.7,14.2,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/735.png,
736,턱지충이,0.4,4.4,벌레,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/736.png,
737,전지충이,0.5,10.5,"벌레, 전기",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/737.png,
738,투구뿌논,1.5,45.0,"벌레, 전기",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/738.png,
739,오기지게,0.6,7.0,격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/739.png,
740,모단단게,1.7,180.0,"격투, 얼음",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/740.png,
741,춤추새,0.6,3.4,"불꽃, 비행",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/741.png,
742,에블리,0.1,0.2,"벌레, 페어리",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/742.png,
743,에리본,0.2,0.5,"벌레, 페어리",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/743.png,
744,암멍이,0.5,9.2,바위,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/744.png,
745,루가루암,0.8,25.0,바위,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/745.png,
746,약어리,0.2,0.3,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/746.png,
747,시마사리,0.4,8.0,"독, 물",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/747.png,
748,더시마사리,0.7,14.5,"독, 물",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/748.png,
749,머드나기,1.0,110.0,땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/749.png,
750,만마드,2.5,920.0,땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/750.png,
751,물거미,0.3,4.0,"물, 벌레",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/751.png,
752,깨비물거미,1.8,82.0,"물, 벌레",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/752.png,
753,짜랑랑,0.3,1.5,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/753.png,
754,라란티스,0.9,18.5,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/754.png,
755,자마슈,0.2,1.5,"풀, 페어리",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/755.png,
756,마셰이드,1.0,11.5,"풀, 페어리",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/756.png,
757,야도뇽,0.6,4.8,"독, 불꽃",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/757.png,
758,염뉴트,1.2,22.2,"독, 불꽃",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/758.png,
759,포곰곰,0.5,6.8,"노말, 격투",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/759.png,
760,이븐곰,2.1,135.0,"노말, 격투",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/760.png,
761,달콤아,0.3,3.2,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/761.png,
762,달무리나,0.7,8.2,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/762.png,
763,달코퀸,1.2,21.4,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/763.png,
764,큐아링,0.1,0.3,페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/764.png,
765,하랑우탄,1.5,76.0,"노말, 에스퍼",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/765.png,
766,내던숭이,2.0,82.8,격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/766.png,
767,꼬시레,0.5,12.0,"벌레, 물",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/767.png,
768,갑주무사,2.0,108.0,"벌레, 물",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/768.png,
769,모래꿍,0.5,70.0,"고스트, 땅",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/769.png,
770,모래성이당,1.3,250.0,"고스트, 땅",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/770.png,
771,해무기,0.3,1.2,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/771.png,
772,타입:널,1.9,120.5,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/772.png,
773,실버디,2.3,100.5,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/773.png,
774,메테노,0.3,40.0,"바위, 비행",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/774.png,
775,자말라,0.4,19.9,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/775.png,
776,폭거북스,2.0,212.0,"불꽃, 드래곤",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/776.png,
777,토게데마루,0.3,3.3,"전기, 강철",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/777.png,
778,따라큐,0.2,0.7,"고스트, 페어리",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/778.png,
779,치갈기,0.9,19.0,"물, 에스퍼",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/779.png,
780,할비롱,3.0,185.0,"노말, 드래곤",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/780.png,
781,타타륜,3.9,210.0,"고스트, 풀",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/781.png,
782,짜랑꼬,0.6,29.7,드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/782.png,
783,짜랑고우,1.2,47.0,"드래곤, 격투",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/783.png,
784,짜랑고우거,1.6,78.2,"드래곤, 격투",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/784.png,
785,카푸꼬꼬꼭,1.8,20.5,"전기, 페어리",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/785.png,
786,카푸나비나,1.2,18.6,"에스퍼, 페어리",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/786.png,
787,카푸브루루,1.9,45.5,"풀, 페어리",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/787.png,
788,카푸느지느,1.3,21.2,"물, 페어리",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/788.png,
789,코스모그,0.2,0.1,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/789.png,
790,코스모움,0.1,999.9,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/790.png,
791,솔가레오,3.4,230.0,"에스퍼, 강철",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/791.png,
792,루나아라,4.0,120.0,"에스퍼, 고스트",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/792.png,
793,텅비드,1.2,55.5,"바위, 독",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/793.png,
794,매시붕,2.4,333.6,"벌레, 격투",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/794.png,
795,페로코체,1.8,25.0,"벌레, 격투",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/795.png,
796,전수목,3.8,100.0,전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/796.png,
797,철화구야,9.2,999.9,"강철, 비행",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/797.png,
798,종이신도,0.3,0.1,"풀, 강철",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/798.png,
799,악식킹,5.5,888.0,"악, 드래곤",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/799.png,
800,네크로즈마,2.4,230.0,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/800.png,
801,마기아나,1.0,80.5,"강철, 페어리",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/801.png,
802,마샤도,0.7,22.2,"격투, 고스트",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/802.png,
803,베베놈,0.6,1.8,독,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/803.png,
804,아고용,3.6,150.0,"독, 드래곤",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/804.png,
805,차곡차곡,5.5,820.0,"바위, 강철",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/805.png,
806,두파팡,1.8,13.0,"불꽃, 고스트",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/806.png,
807,제라오라,1.5,44.5,전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/807.png,
808,멜탄,0.2,8.0,강철,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/808.png,
809,멜메탈,2.5,800.0,강철,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/809.png,
810,흥나숭,0.3,5.0,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/810.png,
811,채키몽,0.7,14.0,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/811.png,
812,고릴타,2.1,90.0,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/812.png,
813,염버니,0.3,4.5,불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/813.png,
814,래비풋,0.6,9.0,불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/814.png,
815,에이스번,1.4,33.0,불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/815.png,
816,울머기,0.3,4.0,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/816.png,
817,누겔레온,0.7,11.5,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/817.png,
818,인텔리레온,1.9,45.2,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/818.png,
819,탐리스,0.3,2.5,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/819.png,
820,요씽리스,0.6,6.0,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/820.png,
821,파라꼬,0.2,1.8,비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/821.png,
822,파크로우,0.8,16.0,비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/822.png,
823,아머까오,2.2,75.0,"비행, 강철",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/823.png,
824,두루지벌레,0.4,8.0,벌레,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/824.png,
825,레돔벌레,0.4,19.5,"벌레, 에스퍼",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/825.png,
826,이올브,0.4,40.8,"벌레, 에스퍼",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/826.png,
827,훔처우,0.6,8.9,악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/827.png,
828,폭슬라이,1.2,19.9,악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/828.png,
829,꼬모카,0.4,2.2,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/829.png,
830,백솜모카,0.5,2.5,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/830.png,
831,우르,0.6,6.0,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/831.png,
832,배우르,1.3,43.0,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/832.png,
833,깨물부기,0.3,8.5,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/833.png,
834,갈가부기,1.0,115.5,"물, 바위",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/834.png,
835,멍파치,0.3,13.5,전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/835.png,
836,펄스멍,1.0,34.0,전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/836.png,
837,탄동,0.3,12.0,바위,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/837.png,
838,탄차곤,1.1,78.0,"바위, 불꽃",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/838.png,
839,석탄산,2.8,310.5,"바위, 불꽃",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/839.png,
840,과사삭벌레,0.2,0.5,"풀, 드래곤",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/840.png,
841,애프룡,0.3,1.0,"풀, 드래곤",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/841.png,
842,단지래플,0.4,13.0,"풀, 드래곤",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/842.png,
843,모래뱀,2.2,7.6,땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/843.png,
844,사다이사,3.8,65.5,땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/844.png,
845,윽우지,0.8,18.0,"비행, 물",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/845.png,
846,찌로꼬치,0.5,1.0,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/846.png,
847,꼬치조,1.3,30.0,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/847.png,
848,일레즌,0.4,11.0,"전기, 독",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/848.png,
