ID,Name,Height (m),Weight (kg),Types,URL
709,대로트,1.5,71,고스트|풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/709.png
710,호바귀,0.4,5,고스트|풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/710.png
711,펌킨인,0.9,12.5,고스트|풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/711.png
712,꽁어름,1,99.5,얼음,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/712.png
713,크레베이스,2,505,얼음,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/713.png
714,음뱃,0.5,8,비행|드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/714.png
715,음번,1.5,85,비행|드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/715.png
716,제르네아스,3,215,페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/716.png
717,이벨타르,5.8,203,악|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/717.png
718,지가르데,5,305,드래곤|땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/718.png
719,디안시,0.7,8.8,바위|페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/719.png
720,후파,0.5,9,에스퍼|고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/720.png
721,볼케니온,1.7,195,불꽃|물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/721.png
722,나몰빼미,0.3,1.5,풀|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/722.png
723,빼미스로우,0.7,16,풀|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/723.png
724,모크나이퍼,1.6,36.6,풀|고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/724.png
725,냐오불,0.4,4.3,불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/725.png
726,냐오히트,0.7,25,불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/726.png
727,어흥염,1.8,83,불꽃|악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/727.png
728,누리공,0.4,7.5,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/728.png
729,키요공,0.6,17.5,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/729.png
730,누리레느,1.8,44,물|페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/730.png
731,콕코구리,0.3,1.2,노말|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/731.png
732,크라파,0.6,14.8,노말|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/732.png
733,왕큰부리,1.1,26,노말|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/733.png
734,영구스,0.4,6,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/734.png
735,형사구스,0.7,14.2,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/735.png
736,턱지충이,0.4,4.4,벌레,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/736.png
737,전지충이,0.5,10.5,벌레|전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/737.png
738,투구뿌논,1.5,45,벌레|전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/738.png
739,오기지게,0.6,7,격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/739.png
740,모단단게,1.7,180,격투|얼음,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/740.png
741,춤추새,0.6,3.4,불꽃|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/741.png
742,에블리,0.1,0.2,벌레|페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/742.png
743,에리본,0.2,0.5,벌레|페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/743.png
744,암멍이,0.5,9.2,바위,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/744.png
745,루가루암,0.8,25,바위,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/745.png
746,약어리,0.2,0.3,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/746.png
747,시마사리,0.4,8,독|물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/747.png
748,더시마사리,0.7,14.5,독|물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/748.png
749,머드나기,1,110,땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/749.png
750,만마드,2.5,920,땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/750.png
751,물거미,0.3,4,물|벌레,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/751.png
752,깨비물거미,1.8,82,물|벌레,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/752.png
753,짜랑랑,0.3,1.5,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/753.png
754,라란티스,0.9,18.5,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/754.png
755,자마슈,0.2,1.5,풀|페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/755.png
756,마셰이드,1,11.5,풀|페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/756.png
757,야도뇽,0.6,4.8,독|불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/757.png
758,염뉴트,1.2,22.2,독|불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/758.png
759,포곰곰,0.5,6.8,노말|격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/759.png
760,이븐곰,2.1,135,노말|격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/760.png
761,달콤아,0.3,3.2,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/761.png
762,달무리나,0.7,8.2,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/762.png
763,달코퀸,1.2,21.4,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/763.png
764,큐아링,0.1,0.3,페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/764.png
765,하랑우탄,1.5,76,노말|에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/765.png
766,내던숭이,2,82.8,격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/766.png
767,꼬시레,0.5,12,벌레|물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/767.png
768,갑주무사,2,108,벌레|물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/768.png
769,모래꿍,0.5,70,고스트|땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/769.png
770,모래성이당,1.3,250,고스트|땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/770.png
771,해무기,0.3,1.2,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/771.png
772,타입:널,1.9,120.5,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/772.png
773,실버디,2.3,100.5,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/773.png
774,메테노,0.3,40,바위|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/774.png
775,자말라,0.4,19.9,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/775.png
776,폭거북스,2,212,불꽃|드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/776.png
777,토게데마루,0.3,3.3,전기|강철,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/777.png
778,따라큐,0.2,0.7,고스트|페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/778.png
779,치갈기,0.9,19,물|에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/779.png
780,할비롱,3,185,노말|드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/780.png
781,타타륜,3.9,210,고스트|풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/781.png
782,짜랑꼬,0.6,29.7,드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/782.png
783,짜랑고우,1.2,47,드래곤|격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/783.png
784,짜랑고우거,1.6,78.2,드래곤|격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/784.png
785,카푸꼬꼬꼭,1.8,20.5,전기|페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/785.png
786,카푸나비나,1.2,18.6,에스퍼|페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/786.png
787,카푸브루루,1.9,45.5,풀|페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/787.png
788,카푸느지느,1.3,21.2,물|페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/788.png
789,코스모그,0.2,0.1,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/789.png
790,코스모움,0.1,999.9,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/790.png
791,솔가레오,3.4,230,에스퍼|강철,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/791.png
792,루나아라,4,120,에스퍼|고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/792.png
793,텅비드,1.2,55.5,바위|독,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/793.png
794,매시붕,2.4,333.6,벌레|격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/794.png
795,페로코체,1.8,25,벌레|격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/795.png
796,전수목,3.8,100,전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/796.png
797,철화구야,9.2,999.9,강철|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/797.png
798,종이신도,0.3,0.1,풀|강철,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/798.png
799,악식킹,5.5,888,악|드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/799.png
800,네크로즈마,2.4,230,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/800.png
801,마기아나,1,80.5,강철|페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/801.png
802,마샤도,0.7,22.2,격투|고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/802.png
803,베베놈,0.6,1.8,독,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/803.png
804,아고용,3.6,150,독|드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/804.png
805,차곡차곡,5.5,820,바위|강철,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/805.png
806,두파팡,1.8,13,불꽃|고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/806.png
807,제라오라,1.5,44.5,전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/807.png
808,멜탄,0.2,8,강철,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/808.png
809,멜메탈,2.5,800,강철,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/809.png
810,흥나숭,0.3,5,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/810.png
811,채키몽,0.7,14,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/811.png
812,고릴타,2.1,90,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/812.png
813,염버니,0.3,4.5,불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/813.png
814,래비풋,0.6,9,불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/814.png
815,에이스번,1.4,33,불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/815.png
816,울머기,0.3,4,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/816.png
817,누겔레온,0.7,11.5,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/817.png
818,인텔리레온,1.9,45.2,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/818.png
819,탐리스,0.3,2.5,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/819.png
820,요씽리스,0.6,6,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/820.png
821,파라꼬,0.2,1.8,비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/821.png
822,파크로우,0.8,16,비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/822.png
823,아머까오,2.2,75,비행|강철,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/823.png
824,두루지벌레,0.4,8,벌레,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/824.png
825,레돔벌레,0.4,19.5,벌레|에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/825.png
826,이올브,0.4,40.8,벌레|에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/826.png
827,훔처우,0.6,8.9,악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/827.png
828,폭슬라이,1.2,19.9,악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/828.png
829,꼬모카,0.4,2.2,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/829.png
830,백솜모카,0.5,2.5,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/830.png
831,우르,0.6,6,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/831.png
832,배우르,1.3,43,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/832.png
833,깨물부기,0.3,8.5,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/833.png
834,갈가부기,1,115.5,물|바위,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/834.png
835,멍파치,0.3,13.5,전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/835.png
836,펄스멍,1,34,전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/836.png
837,탄동,0.3,12,바위,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/837.png
838,탄차곤,1.1,78,바위|불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/838.png
839,석탄산,2.8,310.5,바위|불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/839.png
840,과사삭벌레,0.2,0.5,풀|드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/840.png
841,애프룡,0.3,1,풀|드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/841.png
842,단지래플,0.4,13,풀|드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/842.png
843,모래뱀,2.2,7.6,땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/843.png
844,사다이사,3.8,65.5,땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/844.png
845,윽우지,0.8,18,비행|물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/845.png
846,찌로꼬치,0.5,1,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/846.png
847,꼬치조,1.3,30,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/847.png
848,일레즌,0.4,11,전기|독,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/848.png
849,스트린더,1.6,40,전기|독,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/849.png
850,태우지네,0.7,1,불꽃|벌레,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/850.png
851,다태우지네,3,120,불꽃|벌레,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/851.png
852,때때무노,0.6,4,격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/852.png
853,케오퍼스,1.6,39,격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/853.png
854,데인차,0.1,0.2,고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/854.png
855,포트데스,0.2,0.4,고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/855.png
856,몸지브림,0.4,3.4,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/856.png
857,손지브림,0.6,4.8,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/857.png
858,브리무음,2.1,5.1,에스퍼|페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/858.png
859,메롱꿍,0.4,5.5,악|페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/859.png
860,쏘겨모,0.8,12.5,악|페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/860.png
861,오롱털,1.5,61,악|페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/861.png
862,가로막구리,1.6,46,악|노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/862.png
863,나이킹,0.8,28,강철,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/863.png
864,산호르곤,1,0.4,고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/864.png
865,창파나이트,0.8,117,격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/865.png
866,마임꽁꽁,1.5,58.2,얼음|에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/866.png
867,데스판,1.6,66.6,땅|고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/867.png
868,마빌크,0.2,0.3,페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/868.png
869,마휘핑,0.3,0.5,페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/869.png
870,대여르,3,62,격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/870.png
871,찌르성게,0.3,1,전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/871.png
872,누니머기,0.3,3.8,얼음|벌레,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/872.png
873,모스노우,1.3,42,얼음|벌레,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/873.png
874,돌헨진,2.5,520,바위,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/874.png
875,빙큐보,1.4,89,얼음,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/875.png
876,에써르,0.9,28,에스퍼|노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/876.png
877,모르페코,0.3,3,전기|악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/877.png
878,끼리동,1.2,100,강철,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/878.png
879,대왕끼리동,3,650,강철,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/879.png
880,파치래곤,1.8,190,전기|드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/880.png
881,파치르돈,2.3,150,전기|얼음,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/881.png
882,어래곤,2.3,215,물|드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/882.png
883,어치르돈,2,175,물|얼음,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/883.png
884,두랄루돈,1.8,40,강철|드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/884.png
885,드라꼰,0.5,2,드래곤|고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/885.png
886,드래런치,1.4,11,드래곤|고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/886.png
887,드래펄트,3,50,드래곤|고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/887.png
888,자시안,2.8,110,페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/888.png
889,자마젠타,2.9,210,격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/889.png
890,무한다이노,20,950,독|드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/890.png
891,치고마,0.6,12,격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/891.png
892,우라오스,1.9,105,격투|악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/892.png
893,자루도,1.8,70,악|풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/893.png
894,레지에레키,1.2,145,전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/894.png
895,레지드래고,2.1,200,드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/895.png
896,블리자포스,2.2,800,얼음,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/896.png
897,레이스포스,2,44.5,고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/897.png
898,버드렉스,1.1,7.7,에스퍼|풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/898.png
899,신비록,1.8,95.1,노말|에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/899.png
900,사마자르,1.8,89,벌레|바위,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/900.png
901,다투곰,2.4,290,땅|노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/901.png
902,대쓰여너,3,110,물|고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/902.png
903,포푸니크,1.3,43,격투|독,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/903.png
904,장침바루,2.5,60.5,악|독,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/904.png
905,러브로스,1.6,48,페어리|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/905.png
906,나오하,0.4,4.1,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/906.png
907,나로테,0.9,12.2,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/907.png
908,마스카나,1.5,31.2,풀|악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/908.png
909,뜨아거,0.4,9.8,불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/909.png
910,악뜨거,1,30.7,불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/910.png
911,라우드본,1.6,326.5,불꽃|고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/911.png
912,꾸왁스,0.5,6.1,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/912.png
913,아꾸왁,1.2,21.5,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/913.png
914,웨이니발,1.8,61.9,물|격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/914.png
915,맛보돈,0.5,10.2,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/915.png
916,퍼퓨돈,1,120,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/916.png
917,타랜툴라,0.3,4,벌레,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/917.png
918,트래피더,1,16.5,벌레,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/918.png
919,콩알뚜기,0.2,1,벌레,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/919.png
920,엑스레그,1,17.5,벌레|악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/920.png
921,빠모,0.3,2.5,전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/921.png
922,빠모트,0.4,6.5,전기|격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/922.png
923,빠르모트,0.9,41,전기|격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/923.png
924,두리쥐,0.3,1.8,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/924.png
925,파밀리쥐,0.3,2.3,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/925.png
926,쫀도기,0.3,10.9,페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/926.png
927,바우첼,0.5,14.9,페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/927.png
928,미니브,0.3,6.5,풀|노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/928.png
929,올리뇨,0.6,11.9,풀|노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/929.png
930,올리르바,1.4,48.2,풀|노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/930.png
931,시비꼬,0.6,2.4,노말|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/931.png
932,베베솔트,0.4,16,바위,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/932.png
933,스태솔트,0.6,105,바위,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/933.png
934,콜로솔트,2.3,240,바위,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/934.png
935,카르본,0.6,10.5,불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/935.png
936,카디나르마,1.5,85,불꽃|에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/936.png
937,파라블레이즈,1.6,62,불꽃|고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/937.png
938,빈나두,0.3,0.4,전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/938.png
939,찌리배리,1.2,113,전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/939.png
940,찌리비,0.4,3.6,전기|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/940.png
941,찌리비크,1.4,38.6,전기|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/941.png
942,오라티프,0.5,16,악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/942.png
